"record_number","position_x","position_y","position_z","rotation_quaternion_x","rotation_quaternion_y","rotation_quaternion_z","rotation_quaternion_w","speed","gforce_x","gforce_y","gforce_z"
15,7.8983049392700195,7.8327155113220215,53.26315689086914,-0.0004921312211081386,0.5379170775413513,0.001548050087876618,0.8429962396621704,2.114670515060425,-0.0022018312010914087,0.9998449087142944,-0.02921339124441147
16,7.697761535644531,7.832148551940918,53.170169830322266,-0.0005066971643827856,0.5378649830818176,0.0016005272045731544,0.8430293202400208,2.271907091140747,-0.002294716890901327,0.9998424053192139,-0.0281569454818964
17,7.49946928024292,7.831571578979492,53.07819747924805,-0.0005228574736975133,0.5378106236457825,0.0016538886120542884,0.8430638909339905,2.060065269470215,-0.0023756404407322407,0.9998379349708557,-0.02705155685544014
18,7.303308486938477,7.830984592437744,52.98719024658203,-0.0005407453863881528,0.5377538800239563,0.0017082187114283442,0.8430999517440796,2.2296528816223145,-0.0024858980905264616,0.9998378753662109,-0.027027131989598274
19,7.102892875671387,7.830367088317871,52.89418411254883,-0.0005611944943666458,0.5376924872398376,0.001765445456840098,0.8431389927864075,2.409613609313965,-0.0024649123661220074,0.9998271465301514,0.049431852996349335
20,6.892672538757324,7.8296990394592285,52.796592712402344,-0.0005852895556017756,0.5376238822937012,0.001827502972446382,0.8431826233863831,2.179300546646118,-0.0026387071702629328,0.9998074769973755,0.04865975305438042
21,6.684584617614746,7.829016208648682,52.69995880126953,-0.0006121463375166059,0.5375513434410095,0.0018911735387519002,0.8432286977767944,2.367959976196289,-0.00273062102496624,0.9997875094413757,0.04947487637400627
22,6.47893762588501,7.8283185958862305,52.60441970825195,-0.000642015365883708,0.5374745726585388,0.001956517808139324,0.8432774543762207,2.1251442432403564,-0.002850685501471162,0.999765157699585,-0.027142534032464027
23,6.275442123413086,7.827606201171875,52.50984191894531,-0.0006752670742571354,0.5373928546905518,0.0020238151773810387,0.8433293700218201,2.3263893127441406,-0.0029605648014694452,0.9997663497924805,-0.027196403592824936
24,6.0741071701049805,7.826875686645508,52.416229248046875,-0.0007122837123461068,0.5373058319091797,0.00209328206256032,0.8433846235275269,2.0710787773132324,-0.0030562684405595064,0.9997501969337463,-0.027298355475068092
25,5.874863147735596,7.826128005981445,52.32354736328125,-0.0007535372860729694,0.537212610244751,0.002165222307667136,0.843443751335144,2.284961223602295,-0.003153405385091901,0.9997364282608032,-0.027345595881342888
26,5.677727699279785,7.825361251831055,52.23180389404297,-0.0007995750638656318,0.5371124744415283,0.0022399630397558212,0.8435074090957642,2.0173068046569824,-0.003220850834622979,0.999727725982666,-0.027407290413975716
27,5.482685565948486,7.8245744705200195,52.140987396240234,-0.0008510511834174395,0.5370044112205505,0.0023178867995738983,0.8435758352279663,2.243622303009033,-0.003380624344572425,0.9997077584266663,-0.027455030009150505
28,5.289525032043457,7.823765754699707,52.05099868774414,-0.0009087960934266448,0.5368871092796326,0.0023995644878596067,0.8436501622200012,1.9635685682296753,-0.003406994743272662,0.9996957778930664,-0.02759973332285881
29,5.082814693450928,7.822864532470703,51.954647064208984,-0.0009801554260775447,0.536768913269043,0.00249322853051126,0.8437250852584839,2.1978743076324463,-0.0034065654035657644,0.9996917247772217,0.07053334265947342
30,4.870328903198242,7.821897506713867,51.85549545288086,-0.0010607545264065266,0.5365084409713745,0.0025945501402020454,0.8438903093338013,2.4427361488342285,-0.0038838351611047983,0.9996454119682312,0.07343259453773499
31,4.659069538116455,7.820894241333008,51.756675720214844,-0.0011351138819009066,0.5356780886650085,0.002692903857678175,0.8444173336029053,2.1458747386932373,-0.004797180183231831,0.9995974898338318,0.07753827422857285
32,4.448423385620117,7.819855690002441,51.65768814086914,-0.001180816674605012,0.5336099863052368,0.0027758670039474964,0.8457252979278564,2.3958654403686523,-0.00650066277012229,0.9995664954185486,-0.012854458764195442
33,4.23755407333374,7.818775177001953,51.55797576904297,-0.001184015884064138,0.5299283266067505,0.0028368413913995028,0.8480368852615356,2.102295160293579,-0.00825476087629795,0.999574601650238,-0.0038537734653800726
34,4.026444911956787,7.817648410797119,51.45741271972656,-0.0011381488293409348,0.5245121121406555,0.002874288707971573,0.8513973951339722,2.346254348754883,-0.009561046026647091,0.9995309114456177,-0.00027185105136595666
35,3.8151469230651855,7.81646728515625,51.35593032836914,-0.0010421128245070577,0.5174208879470825,0.0028910061810165644,0.8557255268096924,2.05863881111145,-0.010727766901254654,0.9994785785675049,0.0008329012780450284
36,3.603811502456665,7.815221786499023,51.253597259521484,-0.0008929565083235502,0.5086523294448853,0.002887403592467308,0.8609667420387268,2.29679536819458,-0.01111056748777628,0.9993746876716614,-0.00020696861611213535
37,3.3933303356170654,7.8139448165893555,51.14972686767578,-0.0006998647004365921,0.4985039234161377,0.002866061870008707,0.8668824434280396,2.0149903297424316,-0.017325788736343384,0.9994847774505615,-0.003069800790399313
38,3.1847083568573,7.812684059143066,51.04344940185547,-0.0004773291293531656,0.4873451590538025,0.0028274767100811005,0.8732047080993652,2.2476956844329834,-0.028708485886454582,0.9998063445091248,-0.007903273217380047
39,2.979796886444092,7.811513900756836,50.9336051940918,-0.0002478997048456222,0.47579425573349,0.0027767878491431475,0.8795523047447205,1.970978856086731,-0.044158533215522766,1.0002933740615845,-0.014431247487664223
40,2.7640037536621094,7.810391902923584,50.810516357421875,-3.619535846155486e-06,0.46328601241111755,0.0027171880938112736,0.8862046599388123,2.200106382369995,-0.053257402032613754,1.0006349086761475,0.08307085186243057
41,2.5462839603424072,7.80938720703125,50.67780685424805,0.00024393944477196783,0.4503971338272095,0.002655055606737733,0.8928243517875671,2.4239392280578613,-0.0641961544752121,1.0008535385131836,0.08110791444778442
42,2.334699869155884,7.808534145355225,50.540283203125,0.00048750295536592603,0.43757542967796326,0.002594002755358815,0.8991778492927551,2.156409978866577,-0.0719478651881218,1.0009773969650269,0.08109091222286224
43,2.1296539306640625,7.807829856872559,50.398521423339844,0.0007264489540830255,0.4248505234718323,0.0025338735431432724,0.9052596688270569,2.37349534034729,-0.0793764591217041,1.0010634660720825,-0.021657031029462814
44,1.9307305812835693,7.807270050048828,50.252532958984375,0.000961252604611218,0.41220176219940186,0.0024745145346969366,0.911088764667511,2.1124279499053955,-0.07789240032434464,1.0010547637939453,-0.021352453157305717
45,1.737987995147705,7.806849002838135,50.10265350341797,0.0011918554082512856,0.3996378481388092,0.002415953204035759,0.9166691303253174,2.3233845233917236,-0.0763794332742691,1.0010197162628174,-0.020891500636935234
46,1.5514682531356812,7.8065643310546875,49.94920349121094,0.0014181907754391432,0.38716697692871094,0.0023581695277243853,0.9220055341720581,2.0681631565093994,-0.07477419078350067,1.000989317893982,-0.020628536120057106
47,1.3711531162261963,7.80640983581543,49.79246520996094,0.001640275469981134,0.3747938275337219,0.002301173284649849,0.9271038770675659,2.272956132888794,-0.07332364469766617,1.000960111618042,-0.020253244787454605
48,1.197058916091919,7.806382179260254,49.632755279541016,0.0018580647883936763,0.36252543330192566,0.0022449479438364506,0.9319693446159363,2.0234153270721436,-0.07178737968206406,1.0009325742721558,-0.020017385482788086
49,1.0291895866394043,7.806477069854736,49.470394134521484,0.0020715179853141308,0.35036981105804443,0.002189506543800235,0.9366066455841064,2.222097635269165,-0.07026800513267517,1.0009115934371948,-0.01976899616420269
50,0.8507031202316284,7.806717872619629,49.28804016113281,0.002302606124430895,0.337059885263443,0.0021290795411914587,0.9414780139923096,2.4176766872406006,-0.06534227728843689,1.000798225402832,0.07140921801328659
51,0.6792973875999451,7.807097911834717,49.10268020629883,0.0025289852637797594,0.3238661289215088,0.0020694301929324865,0.9460973143577576,2.176926612854004,-0.06864889711141586,1.0008468627929688,0.07248256355524063
52,0.5151668787002563,7.807610511779785,48.9149169921875,0.0027503606397658587,0.31081244349479675,0.0020106411539018154,0.950465202331543,2.365715265274048,-0.07860159128904343,1.0009983777999878,-0.018038734793663025
53,0.3580278158187866,7.808250427246094,48.724822998046875,0.002967044711112976,0.29788655042648315,0.0019526130054146051,0.9545946717262268,2.131229877471924,-0.07690449804067612,1.0009620189666748,-0.017744293436408043
54,0.20783863961696625,7.809012413024902,48.532745361328125,0.003179031889885664,0.28509488701820374,0.001895344932563603,0.9584921598434448,2.3134889602661133,-0.07510120421648026,1.000936508178711,-0.017551124095916748
55,0.06446342170238495,7.809891700744629,48.33890151977539,0.0033864392898976803,0.2724364697933197,0.0018388049211353064,0.9621660709381104,2.084747314453125,-0.0733746588230133,1.0009101629257202,-0.0173359178006649
56,-0.07215751707553864,7.810881614685059,48.14360809326172,0.0035892671439796686,0.2599171996116638,0.00178298051469028,0.96562260389328,2.2607123851776123,-0.07166434824466705,1.0008735656738281,-0.017052719369530678
57,-0.2021220475435257,7.811978340148926,47.947147369384766,0.0037875669077038765,0.24754007160663605,0.0017278649611398578,0.9688687324523926,2.0375537872314453,-0.06990674138069153,1.000839352607727,-0.017086133360862732
58,-0.32552698254585266,7.81317663192749,47.749786376953125,0.003981373738497496,0.2353087216615677,0.0016734414966776967,0.9719110727310181,2.2073991298675537,-0.0681910440325737,1.0008325576782227,-0.017156675457954407
59,-0.4529821276664734,7.814594268798828,47.5334587097168,0.00418803421780467,0.22211572527885437,0.0016147627029567957,0.9750099778175354,2.3740875720977783,-0.06359955668449402,1.0007312297821045,0.06225016713142395
60,-0.5731238126754761,7.816122055053711,47.3162727355957,0.00438985601067543,0.2090778946876526,0.0015567672671750188,0.9778879284858704,2.159276247024536,-0.06590472161769867,1.0007438659667969,0.06308776885271072
61,-0.6862229108810425,7.8177571296691895,47.098243713378906,0.004587151110172272,0.19618156552314758,0.0014993660151958466,0.9805557131767273,2.3195290565490723,-0.07386326044797897,1.0008790493011475,-0.01572246663272381
62,-0.7922564744949341,7.819490432739258,46.87993621826172,0.004779716953635216,0.18344643712043762,0.001442616805434227,0.983017086982727,2.1101536750793457,-0.07197800278663635,1.0008412599563599,-0.015391654334962368
63,-0.8912298083305359,7.821313858032227,46.661949157714844,0.004967349115759134,0.17089338600635529,0.0013865898363292217,0.9852760434150696,2.2636804580688477,-0.07008340209722519,1.0008193254470825,-0.015484046190977097
64,-0.983464777469635,7.823224067687988,46.44419479370117,0.005150418262928724,0.1585044264793396,0.0013311795191839337,0.987343966960907,2.06014347076416,-0.06821776926517487,1.0007833242416382,-0.015378217212855816
65,-1.0689970254898071,7.8252129554748535,46.22724914550781,0.005328738130629063,0.14629937708377838,0.001276454539038241,0.9892252087593079,2.2071611881256104,-0.06635496765375137,1.000759243965149,-0.015250037424266338
66,-1.1544697284698486,7.827452659606934,45.992950439453125,0.005517019424587488,0.1332610547542572,0.0012178122997283936,0.9910649061203003,2.351163625717163,-0.062021076679229736,1.0006765127182007,0.05539611726999283
67,-1.2327117919921875,7.829776287078857,45.75956344604492,0.005700400099158287,0.12040823698043823,0.0011597909033298492,0.9927074313163757,2.156062602996826,-0.06367679685354233,1.0006906986236572,0.05609072744846344
68,-1.3039811849594116,7.832179069519043,45.527137756347656,0.0058791181072592735,0.10773207247257233,0.0011023293482139707,0.9941619634628296,2.291140079498291,-0.07030966877937317,1.0007851123809814,-0.014674296602606773
69,-1.3684824705123901,7.834656238555908,45.2958869934082,0.006053294520825148,0.09523111581802368,0.0010454021394252777,0.9954362511634827,2.108410596847534,-0.06831531226634979,1.000759482383728,-0.01421467587351799
70,-1.4264570474624634,7.837203025817871,45.06583023071289,0.0062231626361608505,0.0828959047794342,0.0009889466455206275,0.9965382814407349,2.226165294647217,-0.06635761260986328,1.0007245540618896,-0.014641040936112404
71,-1.4790515899658203,7.839867115020752,44.83265686035156,0.006392060313373804,0.0704866424202919,0.0009318427182734013,0.9974918365478516,2.328573703765869,-0.060645557940006256,1.0006407499313354,0.040279705077409744
72,-1.5270249843597412,7.842706680297852,44.59160232543945,0.0065633817575871944,0.057747796177864075,0.0008728656684979796,0.9983092546463013,2.17240047454834,-0.061383575201034546,1.0006437301635742,0.04165960103273392
73,-1.5682799816131592,7.845606327056885,44.35261154174805,0.006730122026056051,0.045198991894721985,0.0008143874583765864,0.9989550113677979,2.2615225315093994,-0.062271881848573685,1.0006487369537354,0.040606431663036346
74,-1.6030604839324951,7.8485612869262695,44.11580276489258,0.006892446428537369,0.032835766673088074,0.0007563757244497538,0.9994367957115173,2.123420476913452,-0.06584432721138,1.0007002353668213,-0.013984131626784801
75,-1.6324113607406616,7.851662635803223,43.87385559082031,0.007055474445223808,0.02026861533522606,0.0006969673559069633,0.9997694492340088,2.1997697353363037,-0.06164921447634697,1.0006383657455444,0.027956312522292137
76,-1.6556627750396729,7.854860305786133,43.630950927734375,0.007216436788439751,0.007709200493991375,0.0006371279596351087,0.9999440312385559,2.2600998878479004,-0.06178659945726395,1.000638723373413,0.026716388761997223
77,-1.672585368156433,7.8581013679504395,43.39081954956055,0.007373033091425896,-0.004658539779484272,0.0005777113838121295,0.999961793422699,2.1489431858062744,-0.06170933321118355,1.000631332397461,0.028009982779622078
78,-1.6836082935333252,7.861459732055664,43.1480598449707,0.007529014255851507,-0.017127742990851402,0.0005172751261852682,0.9998248219490051,2.196361780166626,-0.06162390485405922,1.0006176233291626,0.01669888384640217
79,-1.688556432723999,7.864891052246094,42.90592575073242,0.007681849412620068,-0.029495494440197945,0.00045683985808864236,0.9995353817939758,2.2278218269348145,-0.060967814177274704,1.0006203651428223,0.014301461167633533
80,-1.6876482963562012,7.868373870849609,42.665645599365234,0.007826271466910839,-0.041329532861709595,0.00039909337647259235,0.9991148710250854,2.243504762649536,-0.05842176452279091,1.0005805492401123,0.032937683165073395
81,-1.6811697483062744,7.8719282150268555,42.42566680908203,0.007956204004585743,-0.05211472138762474,0.0003475290723145008,0.9986093640327454,2.2494680881500244,-0.0573120079934597,1.0005725622177124,0.012125003151595592
82,-1.669421911239624,7.875514507293701,42.1884651184082,0.008065875619649887,-0.06133827194571495,0.000305491266772151,0.9980844259262085,2.183171272277832,-0.05533156171441078,1.0005512237548828,0.004673337563872337
83,-1.6527454853057861,7.8791117668151855,41.95512771606445,0.008151937276124954,-0.06867480278015137,0.0002754518063738942,0.9976058602333069,2.2262189388275146,-0.05356211960315704,1.000529170036316,-0.0025573144666850567
84,-1.6312860250473022,7.882721424102783,41.725433349609375,0.00821576826274395,-0.07419490069150925,0.0002576000988483429,0.997209906578064,2.2033169269561768,-0.052593547850847244,1.0005167722702026,-0.016509296372532845
85,-1.6051404476165771,7.8863372802734375,41.49954605102539,0.00825772900134325,-0.0778958797454834,0.00025311135686933994,0.9969273805618286,2.1900808811187744,-0.05142596736550331,1.0004807710647583,-0.006871482357382774
86,-1.5750374794006348,7.889923572540283,41.27919387817383,0.008279678411781788,-0.07991547882556915,0.0002617307472974062,0.9967672228813171,2.1573123931884766,-0.047758471220731735,1.00041663646698,-0.025117553770542145
87,-1.5421719551086426,7.89346981048584,41.063987731933594,0.008286788128316402,-0.08068284392356873,0.00028027858934365213,0.9967053532600403,2.1361615657806396,-0.04024026542901993,1.0003271102905273,-0.028503011912107468
88,-1.5078462362289429,7.8970160484313965,40.85014724731445,0.008286981843411922,-0.08086410164833069,0.0003032292006537318,0.9966906309127808,2.1491878032684326,-0.025086626410484314,1.0001529455184937,-0.011388451792299747
89,-1.472506046295166,7.900609493255615,40.63399887084961,0.00828457809984684,-0.0808229073882103,0.0003276530187577009,0.996694028377533,2.191436290740967,-0.011115169152617455,0.999997079372406,0.022686563432216644
90,-1.4365599155426025,7.904274940490723,40.413455963134766,0.008282636292278767,-0.08082004636526108,0.0003516596043482423,0.9966942667961121,2.185591220855713,-0.0025697671808302402,0.9998948574066162,0.042872507125139236
91,-1.4005208015441895,7.907951354980469,40.19234848022461,0.008280742913484573,-0.08081711828708649,0.0003750670584850013,0.9966945052146912,2.189530849456787,0.0014057888183742762,0.9998538494110107,0.04162624478340149
92,-1.3648152351379395,7.911594390869141,39.97328567504883,0.008278920315206051,-0.08081416040658951,0.000397591880755499,0.9966947436332703,2.2100703716278076,0.0006020216969773173,0.9998738765716553,0.010796383023262024
93,-1.3287074565887451,7.915279388427734,39.75176239013672,0.008277133107185364,-0.08081110566854477,0.0004196835507173091,0.9966949820518494,2.2403805255889893,0.0005610436201095581,0.9998636245727539,0.02068028785288334
94,-1.292759895324707,7.918950080871582,39.53122329711914,0.0082754110917449,-0.08080800622701645,0.0004409777757246047,0.996695339679718,2.287217617034912,0.0005120051791891456,0.9998719692230225,0.03307187557220459
95,-1.2566189765930176,7.922640323638916,39.30950164794922,0.008273736573755741,-0.08080481737852097,0.0004616697842720896,0.9966955184936523,2.1649231910705566,0.0004617100930772722,0.9998732209205627,0.009102682583034039
96,-1.221043586730957,7.92627477645874,39.09124755859375,0.008272145874798298,-0.08080161362886429,0.0004813233972527087,0.9966957569122314,2.2247040271759033,0.0004283650778234005,0.9998663663864136,0.010117786005139351
97,-1.1855189800262451,7.929904460906982,38.873313903808594,0.00827061478048563,-0.08079834282398224,0.0005002288380637765,0.9966960549354553,2.3006792068481445,0.000378275231923908,0.9998722076416016,0.021199773997068405
98,-1.1494293212890625,7.933593273162842,38.651912689208984,0.008269121870398521,-0.08079498261213303,0.0005186854978092015,0.996696412563324,2.147380828857422,0.000343293824698776,0.9998735189437866,0.01963154226541519
99,-1.1139163970947266,7.9372239112854,38.434051513671875,0.00826770719140768,-0.08079160004854202,0.0005360961658880115,0.9966965913772583,2.236464738845825,0.00030734436586499214,0.9998784065246582,0.020611707121133804
100,-1.0782158374786377,7.940875053405762,38.21504592895508,0.00826635118573904,-0.08078816533088684,0.0005528361070901155,0.996696949005127,2.3419864177703857,0.00026447162963449955,0.9998751878738403,0.03169606998562813
101,-1.0416367053985596,7.944614887237549,37.99065017700195,0.008253542706370354,-0.08078458905220032,0.0005682481569238007,0.9966972470283508,2.157226324081421,0.00024368900631088763,0.9998953342437744,0.029931338503956795
102,-1.0057169198989868,7.948334217071533,37.77030563354492,0.008447041735053062,-0.08078212291002274,0.0005992972292006016,0.9966958165168762,2.275914430618286,0.00021083216415718198,1.0000958442687988,0.029118238016963005
103,-0.9702751636505127,7.952108383178711,37.55289840698242,0.009108469821512699,-0.08078230172395706,0.0006673135212622583,0.9966899752616882,2.222222328186035,0.00016516853065695614,1.0006293058395386,-0.0008525696466676891
104,-0.9347767233848572,7.956047058105469,37.33515167236328,0.010515793226659298,-0.08078662306070328,0.0007950694998726249,0.9966757297515869,2.222222328186035,0.00014164728054311126,1.0011271238327026,0.0036357948556542397
105,-0.8997203707695007,7.960124969482422,37.12012481689453,0.012884321622550488,-0.0807962492108345,0.000999872456304729,0.9966468811035156,2.222222328186035,0.00010757584095699713,1.0015779733657837,0.015954170376062393
106,-0.8650596141815186,7.964312553405762,36.90753173828125,0.01622353494167328,-0.08081088215112686,0.0012825529556721449,0.9965966939926147,2.222222328186035,8.139953570207581e-05,1.0015723705291748,0.00514976866543293
107,-0.830804705619812,7.968554496765137,36.69743347167969,0.020562298595905304,-0.08082980662584305,0.001645249780267477,0.9965144395828247,2.222222328186035,5.929402686888352e-05,1.0011167526245117,0.01094101183116436
108,-0.7969587445259094,7.972850799560547,36.489864349365234,0.025904683396220207,-0.08085192739963531,0.002087727887555957,0.9963873028755188,2.222222328186035,3.3203417842742056e-05,1.0016798973083496,0.019347742199897766
109,-0.76344233751297,7.977750301361084,36.284339904785156,0.03206539526581764,-0.08087541162967682,0.0025957643520087004,0.9962049126625061,2.222222328186035,-1.1399091818020679e-05,1.0035240650177002,0.031092340126633644
110,-0.730130672454834,7.984186172485352,36.08013153076172,0.03873705491423607,-0.08089794963598251,0.003144620219245553,0.9959644079208374,2.222222328186035,-5.095458618598059e-05,1.0103099346160889,0.04900175333023071
111,-0.696913480758667,7.992799758911133,35.87659454345703,0.04572860896587372,-0.08091806620359421,0.0037185107357800007,0.9956643581390381,2.222222328186035,-0.00013185988063924015,1.0164602994918823,0.06679719686508179
112,-0.6637924909591675,8.004122734069824,35.673763275146484,0.05286266654729843,-0.08093474805355072,0.004303198307752609,0.9953073263168335,2.222222328186035,-0.00017295403813477606,1.0210745334625244,0.08516546338796616
113,-0.6307447552680969,8.018157005310059,35.47151184082031,0.06016889587044716,-0.08094783127307892,0.004900128114968538,0.9948886036872864,2.222222328186035,-0.00020353331638034433,1.022530436515808,0.1017007827758789
114,-0.5977843999862671,8.03494930267334,35.26992416381836,0.06764810532331467,-0.08095723390579224,0.005510217044502497,0.9944040179252625,2.222222328186035,-0.00021619751350954175,1.0213087797164917,0.1157037764787674
115,-0.5649670362472534,8.054525375366211,35.069332122802734,0.07528847455978394,-0.08096276968717575,0.00613250769674778,0.9938506484031677,2.222222328186035,-0.00021464178280439228,1.0200560092926025,0.130556121468544
116,-0.5322449207305908,8.076964378356934,34.869449615478516,0.08310089260339737,-0.0809641107916832,0.0067678578197956085,0.9932236671447754,2.222222328186035,-0.0001988585718208924,1.0185387134552002,0.1459551751613617
117,-0.4996357858181,8.102312088012695,34.67038345336914,0.09108279645442963,-0.08096087723970413,0.007416035048663616,0.992519199848175,2.222222328186035,-0.0002033626224147156,1.016769289970398,0.1614454835653305
118,-0.46717074513435364,8.130596160888672,34.472328186035156,0.09922702610492706,-0.0809527114033699,0.008076499216258526,0.9917335510253906,2.222222328186035,-0.00017466212739236653,1.0146877765655518,0.1773730367422104
119,-0.43478110432624817,8.161934852600098,34.274871826171875,0.10755079239606857,-0.08093910664319992,0.008750826120376587,0.9908608198165894,2.222222328186035,-0.00017913630290422589,1.0122928619384766,0.19355082511901855
120,-0.4025539755821228,8.196307182312012,34.07854080200195,0.1160307452082634,-0.08091957867145538,0.009437454864382744,0.9898989200592041,2.222222328186035,-0.00015314816846512258,1.0095480680465698,0.20998120307922363
121,-0.3704216182231903,8.233844757080078,33.8829231262207,0.1246824860572815,-0.08089354634284973,0.010137917473912239,0.9888416528701782,2.222222328186035,-0.00012507611245382577,1.0064263343811035,0.22674982249736786
122,-0.33843794465065,8.274548530578613,33.688350677490234,0.1334889531135559,-0.0808606669306755,0.010850935243070126,0.9876865148544312,2.222222328186035,-0.0001075715699698776,1.0029240846633911,0.24387896060943604
123,-0.30657288432121277,8.318521499633789,33.49464797973633,0.14245682954788208,-0.08082052320241928,0.011577039025723934,0.9864279627799988,2.222222328186035,-8.784865349298343e-05,0.9990929961204529,0.26117950677871704
124,-0.27491819858551025,8.365689277648926,33.3023681640625,0.1515568196773529,-0.08077293634414673,0.012313853949308395,0.9850658178329468,2.222222328186035,-6.049325384083204e-05,0.9948417544364929,0.2787838280200958
125,-0.2433985471725464,8.416221618652344,33.11105728149414,0.1608055830001831,-0.08071743696928024,0.01306272204965353,0.983593225479126,2.222222328186035,-1.9948567569372244e-05,0.9901549220085144,0.2967146635055542
126,-0.21211445331573486,8.470009803771973,32.921329498291016,0.17016752064228058,-0.08065392822027206,0.013820762746036053,0.9820117354393005,2.222222328186035,1.0711040886235423e-05,0.9850418567657471,0.3146044611930847
127,-0.18097436428070068,8.527266502380371,32.73263168334961,0.17966292798519135,-0.08058173209428787,0.014589640311896801,0.9803137183189392,2.222222328186035,4.4262171286391094e-05,0.9794428944587708,0.3328132629394531
128,-0.15004229545593262,8.587934494018555,32.545352935791016,0.18926946818828583,-0.08050069212913513,0.015367550775408745,0.978499174118042,2.222222328186035,9.249182767234743e-05,0.9734068512916565,0.3512560725212097
129,-0.11942332983016968,8.651837348937988,32.360137939453125,0.19894735515117645,-0.08041103929281235,0.016151253134012222,0.9765721559524536,2.222222328186035,0.00012569881801027805,0.9669657945632935,0.3678932189941406
130,-0.08908122777938843,8.719047546386719,32.1767578125,0.20832990109920502,-0.08031687140464783,0.016910843551158905,0.9746086001396179,2.222222328186035,0.00017625043983571231,0.9599400162696838,0.3846977651119232
131,-0.0587342344224453,8.790242195129395,31.9935245513916,0.21696484088897705,-0.08022348582744598,0.017609553411602974,0.9727180600166321,2.222222328186035,0.0002307388058397919,0.9518518447875977,0.41148898005485535
132,-0.028236564248800278,8.865896224975586,31.809560775756836,0.22450010478496552,-0.08013684302568436,0.018218738958239555,0.9710025191307068,2.222222328186035,0.0002755835303105414,0.9442735314369202,0.43832218647003174
133,0.0025737914256751537,8.946575164794922,31.623903274536133,0.23060141503810883,-0.08006254583597183,0.018711190670728683,0.9695684909820557,2.222222328186035,0.00031408865470439196,0.9377071261405945,0.4627346396446228
134,0.03368091955780983,9.032444953918457,31.436614990234375,0.23530016839504242,-0.08000359684228897,0.019091539084911346,0.9684362411499023,2.222222328186035,0.0003819904231932014,0.9327199459075928,0.4798285663127899
